Neighborhood,Year,Population,0-9 years,10-19 years,20-34 years,35-54 years,55-64 years,65 years and over,less than High School,High School or GED,Some College or Associate's Degree,Bachelor's Degree or Higher,Foreign Born,White,Black/ African American,Hispanic,Asian/PI,Other,Occupied Housing Units,Owner-occupied,Renter-occupied
Jamaica Plain,2010,35541,3683,3195,11606,9786,3873,3398,3075.333333,4301.666667,4171.333333,16475.66667,8714,19061,4462,9140,1692,1186,14962,6675,8287
Jamaica Plain,2011,36295.6,3740,3217.2,11883,9942.8,3925.4,3587.2,2926.066667,4292.333333,4121.666667,17009.53333,8799.2,19577.6,4449.4,9176.8,1837.8,1254,15188,6837.2,8350.8
Jamaica Plain,2012,37050.2,3797,3239.4,12160,10099.6,3977.8,3776.4,2776.8,4283,4072,17543.4,8884.4,20094.2,4436.8,9213.6,1983.6,1322,15414,6999.4,8414.6
Jamaica Plain,2013,37804.8,3854,3261.6,12437,10256.4,4030.2,3965.6,2627.533333,4273.666667,4022.333333,18077.26667,8969.6,20610.8,4424.2,9250.4,2129.4,1390,15640,7161.6,8478.4
Jamaica Plain,2014,38559.4,3911,3283.8,12714,10413.2,4082.6,4154.8,2478.266667,4264.333333,3972.666667,18611.13333,9054.8,21127.4,4411.6,9287.2,2275.2,1458,15866,7323.8,8542.2
Jamaica Plain,2015,39314,3968,3306,12991,10570,4135,4344,2329,4255,3923,19145,9140,21644,4399,9324,2421,1526,16092,7486,8606
Jamaica Plain,2016,40090.5,4100,3184.5,13138.5,10572.62283,4136.026055,4345.077916,2409.5,4014,4299,19726,7113,22088.5,5112,9162.5,2212.5,1515,16257.5,7549,8708.5
Jamaica Plain,2017,40867,4232,3063,13286,10575.24501,4137.051855,4346.155564,2490,3773,4675,20307,5086,22533,5825,9001,2004,1504,16423,7612,8811
Jamaica Plain,2018,40583,4233.049083,3063.759296,13289.29351,10577.86654,4138.077401,4347.232945,2490.617253,3773.9353,4676.158899,20312.03396,5087.260783,22176.33333,5387,8888.666667,2350,1781,16748.66667,7613.886961,8813.184184
Jamaica Plain,2019,40299,4234.097906,3064.518404,13292.58619,10580.48741,4139.102692,4348.310059,2491.234354,3774.870368,4677.317512,20317.06668,5088.521254,21819.66667,4949,8776.333333,2696,2058,17074.33333,7615.773454,8815.367828
Jamaica Plain,2020,40015,4235.146469,3065.277324,13295.87807,10583.10764,4140.12773,4349.386907,2491.851301,3775.805205,4678.475837,20322.09814,5089.781413,21463,4511,8664,3042,2335,17400,7617.65948,8817.55093
Longwood,2000,3908,244,1542,1772,220,57,73,201,140,85,228,494,2446,506,530,315,111,658,35,623
Longwood,2001,4003.3,225.2,1613.3,1823.9,212.5,57.6,70.8,188.4666667,135.6666667,82.53333333,238.4,513.5333333,2539.5,493.1,522.7,331.6,116.4,631.7,37.8,593.9
Longwood,2002,4098.6,206.4,1684.6,1875.8,205,58.2,68.6,175.9333333,131.3333333,80.06666667,248.8,533.0666667,2633,480.2,515.4,348.2,121.8,605.4,40.6,564.8
Longwood,2003,4193.9,187.6,1755.9,1927.7,197.5,58.8,66.4,163.4,127,77.6,259.2,552.6,2726.5,467.3,508.1,364.8,127.2,579.1,43.4,535.7
Longwood,2004,4289.2,168.8,1827.2,1979.6,190,59.4,64.2,150.8666667,122.6666667,75.13333333,269.6,572.1333333,2820,454.4,500.8,381.4,132.6,552.8,46.2,506.6
Longwood,2005,4384.5,150,1898.5,2031.5,182.5,60,62,138.3333333,118.3333333,72.66666667,280,591.6666667,2913.5,441.5,493.5,398,138,526.5,49,477.5
Longwood,2006,4479.8,131.2,1969.8,2083.4,175,60.6,59.8,125.8,114,70.2,290.4,611.2,3007,428.6,486.2,414.6,143.4,500.2,51.8,448.4
Longwood,2007,4575.1,112.4,2041.1,2135.3,167.5,61.2,57.6,113.2666667,109.6666667,67.73333333,300.8,630.7333333,3100.5,415.7,478.9,431.2,148.8,473.9,54.6,419.3
Longwood,2008,4670.4,93.6,2112.4,2187.2,160,61.8,55.4,100.7333333,105.3333333,65.26666667,311.2,650.2666667,3194,402.8,471.6,447.8,154.2,447.6,57.4,390.2
Longwood,2009,4765.7,74.8,2183.7,2239.1,152.5,62.4,53.2,88.2,101,62.8,321.6,669.8,3287.5,389.9,464.3,464.4,159.6,421.3,60.2,361.1
Longwood,2010,4861,56,2255,2291,145,63,51,75.66666667,96.66666667,60.33333333,332,689.3333333,3381,377,457,481,165,395,63,332
Longwood,2011,4966.6,46,2345.8,2334,133.6,60,47.2,63.13333333,92.33333333,57.86666667,342.4,708.8666667,3461.4,364.8,471.6,505.2,163.6,372,60.2,311.8
Longwood,2012,5072.2,36,2436.6,2377,122.2,57,43.4,50.6,88,55.4,352.8,728.4,3541.8,352.6,486.2,529.4,162.2,349,57.4,291.6
Longwood,2013,5177.8,26,2527.4,2420,110.8,54,39.6,38.06666667,83.66666667,52.93333333,363.2,747.9333333,3622.2,340.4,500.8,553.6,160.8,326,54.6,271.4
Longwood,2014,5283.4,16,2618.2,2463,99.4,51,35.8,25.53333333,79.33333333,50.46666667,373.6,767.4666667,3702.6,328.2,515.4,577.8,159.4,303,51.8,251.2
Longwood,2015,5389,6,2709,2506,88,48,32,13,75,48,384,787,3783,316,530,602,158,280,49,231
Longwood,2016,5370,7,2674.5,2540.5,88.02183623,48.01191067,32.00794045,15,55,42,413.5,496,3764.5,303.5,459.5,677,165.5,274.5,37.5,237
Longwood,2017,5351,8,2640,2575,88.04366704,48.02381839,32.01587892,17,35,36,443,205,3746,291,389,752,173,269,26,243
Longwood,2018,5296,8.001983143,2640.654437,2575.638324,88.06549244,48.03572315,32.02381543,17.00421418,35.00867625,36.00892414,443.1098166,205.050818,3692,303.6666667,421.3333333,705.3333333,173.6666667,285,26.00644522,243.060238
Longwood,2019,5241,8.003965795,2641.308712,2576.27649,88.08731243,48.04762496,32.03174998,17.00842731,35.01735035,36.01784608,443.2196059,205.1016235,3638,316.3333333,453.6666667,658.6666667,174.3333333,301,26.01288883,243.120461
Longwood,2020,5186,8.005947956,2641.962826,2576.914498,88.10912702,48.05952383,32.03968255,17.01263941,35.02602231,36.0267658,443.3293681,205.1524164,3584,329,486,612,175,317,26.01933086,243.1806692
Mattapan,2000,24300,3952,3889,5429,6809,2207,2014,3478,4567,4212,2506,7670,1734,19037,1798,386,1344,8335,3401,4934
Mattapan,2001,24120,3842.1,3834.5,5351.8,6753.9,2257.8,2079.9,3452.466667,4662.333333,4301,2536.533333,7718.933333,1704,18851.2,1890.4,386,1287.5,8336.4,3392.9,4943.5
Mattapan,2002,23940,3732.2,3780,5274.6,6698.8,2308.6,2145.8,3426.933333,4757.666667,4390,2567.066667,7767.866667,1674,18665.4,1982.8,386,1231,8337.8,3384.8,4953
Mattapan,2003,23760,3622.3,3725.5,5197.4,6643.7,2359.4,2211.7,3401.4,4853,4479,2597.6,7816.8,1644,18479.6,2075.2,386,1174.5,8339.2,3376.7,4962.5
Mattapan,2004,23580,3512.4,3671,5120.2,6588.6,2410.2,2277.6,3375.866667,4948.333333,4568,2628.133333,7865.733333,1614,18293.8,2167.6,386,1118,8340.6,3368.6,4972
Mattapan,2005,23400,3402.5,3616.5,5043,6533.5,2461,2343.5,3350.333333,5043.666667,4657,2658.666667,7914.666667,1584,18108,2260,386,1061.5,8342,3360.5,4981.5
Mattapan,2006,23220,3292.6,3562,4965.8,6478.4,2511.8,2409.4,3324.8,5139,4746,2689.2,7963.6,1554,17922.2,2352.4,386,1005,8343.4,3352.4,4991
Mattapan,2007,23040,3182.7,3507.5,4888.6,6423.3,2562.6,2475.3,3299.266667,5234.333333,4835,2719.733333,8012.533333,1524,17736.4,2444.8,386,948.5,8344.8,3344.3,5000.5
Mattapan,2008,22860,3072.8,3453,4811.4,6368.2,2613.4,2541.2,3273.733333,5329.666667,4924,2750.266667,8061.466667,1494,17550.6,2537.2,386,892,8346.2,3336.2,5010
Mattapan,2009,22680,2962.9,3398.5,4734.2,6313.1,2664.2,2607.1,3248.2,5425,5013,2780.8,8110.4,1464,17364.8,2629.6,386,835.5,8347.6,3328.1,5019.5
Mattapan,2010,22500,2853,3344,4657,6258,2715,2673,3222.666667,5520.333333,5102,2811.333333,8159.333333,1434,17179,2722,386,779,8349,3320,5029
Mattapan,2011,23117.2,2905.4,3322,4828.2,6500.6,2784.6,2776.4,3197.133333,5615.666667,5191,2841.866667,8208.266667,1495,17479.2,2961.6,399.4,782,8452.4,3327.2,5125.2
Mattapan,2012,23734.4,2957.8,3300,4999.4,6743.2,2854.2,2879.8,3171.6,5711,5280,2872.4,8257.2,1556,17779.4,3201.2,412.8,785,8555.8,3334.4,5221.4
Mattapan,2013,24351.6,3010.2,3278,5170.6,6985.8,2923.8,2983.2,3146.066667,5806.333333,5369,2902.933333,8306.133333,1617,18079.6,3440.8,426.2,788,8659.2,3341.6,5317.6
Mattapan,2014,24968.8,3062.6,3256,5341.8,7228.4,2993.4,3086.6,3120.533333,5901.666667,5458,2933.466667,8355.066667,1678,18379.8,3680.4,439.6,791,8762.6,3348.8,5413.8
Mattapan,2015,25586,3115,3234,5513,7471,3063,3190,3095,5997,5547,2964,8404,1739,18680,3920,453,794,8866,3356,5510
Mattapan,2016,26122.5,3305.5,3440.5,5547.5,7472.853846,3063.76005,3190.791563,2863.5,6108.5,5543,3334,6695.5,1675.5,19250.5,3845.5,476,875,9019.5,3439,5580.5
Mattapan,2017,26659,3496,3647,5582,7474.707233,3064.519911,3191.58293,2632,6220,5539,3704,4987,1612,19821,3771,499,956,9173,3522,5651
Mattapan,2018,25719.33333,3496.866634,3647.904065,5583.383738,7476.560159,3065.279584,3192.374101,2632.652454,6221.541894,5540.373079,3704.918195,4988.236242,1571,18639.66667,3875,496.3333333,1137.333333,9056,3522.873079,5652.400843
Mattapan,2019,24779.66667,3497.733053,3648.807907,5584.767134,7478.412627,3066.039068,3193.165076,2633.304747,6223.083406,5541.745817,3705.836163,4989.472178,1530,17458.33333,3979,493.6666667,1318.666667,8939,3523.745941,5653.801339
Mattapan,2020,23840,3498.599257,3649.711524,5586.150186,7480.264636,3066.798364,3193.955855,2633.956878,6224.624536,5543.118216,3706.753904,4990.707807,1489,16277,4083,491,1500,8822,3524.618588,5655.201488
Roslindale,2000,27999,3562,3460,6449,8632,1988,3908,3523,5277,4393,6422,7092,17041,4287,4971,643,1057,10592,5429,5163
Roslindale,2001,27835.9,3526.4,3421.6,6356.4,8582.8,2099.7,3849,3423.466667,5268.133333,4406.466667,6630.066667,7117.066667,16673.2,4395.9,5089.5,646.2,1031.1,10576.1,5432.5,5143.6
Roslindale,2002,27672.8,3490.8,3383.2,6263.8,8533.6,2211.4,3790,3323.933333,5259.266667,4419.933333,6838.133333,7142.133333,16305.4,4504.8,5208,649.4,1005.2,10560.2,5436,5124.2
Roslindale,2003,27509.7,3455.2,3344.8,6171.2,8484.4,2323.1,3731,3224.4,5250.4,4433.4,7046.2,7167.2,15937.6,4613.7,5326.5,652.6,979.3,10544.3,5439.5,5104.8
Roslindale,2004,27346.6,3419.6,3306.4,6078.6,8435.2,2434.8,3672,3124.866667,5241.533333,4446.866667,7254.266667,7192.266667,15569.8,4722.6,5445,655.8,953.4,10528.4,5443,5085.4
Roslindale,2005,27183.5,3384,3268,5986,8386,2546.5,3613,3025.333333,5232.666667,4460.333333,7462.333333,7217.333333,15202,4831.5,5563.5,659,927.5,10512.5,5446.5,5066
Roslindale,2006,27020.4,3348.4,3229.6,5893.4,8336.8,2658.2,3554,2925.8,5223.8,4473.8,7670.4,7242.4,14834.2,4940.4,5682,662.2,901.6,10496.6,5450,5046.6
Roslindale,2007,26857.3,3312.8,3191.2,5800.8,8287.6,2769.9,3495,2826.266667,5214.933333,4487.266667,7878.466667,7267.466667,14466.4,5049.3,5800.5,665.4,875.7,10480.7,5453.5,5027.2
Roslindale,2008,26694.2,3277.2,3152.8,5708.2,8238.4,2881.6,3436,2726.733333,5206.066667,4500.733333,8086.533333,7292.533333,14098.6,5158.2,5919,668.6,849.8,10464.8,5457,5007.8
Roslindale,2009,26531.1,3241.6,3114.4,5615.6,8189.2,2993.3,3377,2627.2,5197.2,4514.2,8294.6,7317.6,13730.8,5267.1,6037.5,671.8,823.9,10448.9,5460.5,4988.4
Roslindale,2010,26368,3206,3076,5523,8140,3105,3318,2527.666667,5188.333333,4527.666667,8502.666667,7342.666667,13363,5376,6156,675,798,10433,5464,4969
Roslindale,2011,26935.6,3270.4,3015.2,5651.6,8297.4,3305.8,3395.2,2428.133333,5179.466667,4541.133333,8710.733333,7367.733333,13686.8,5500.6,6272.2,659,817,10627.6,5667.2,4960.4
Roslindale,2012,27503.2,3334.8,2954.4,5780.2,8454.8,3506.6,3472.4,2328.6,5170.6,4554.6,8918.8,7392.8,14010.6,5625.2,6388.4,643,836,10822.2,5870.4,4951.8
Roslindale,2013,28070.8,3399.2,2893.6,5908.8,8612.2,3707.4,3549.6,2229.066667,5161.733333,4568.066667,9126.866667,7417.866667,14334.4,5749.8,6504.6,627,855,11016.8,6073.6,4943.2
Roslindale,2014,28638.4,3463.6,2832.8,6037.4,8769.6,3908.2,3626.8,2129.533333,5152.866667,4581.533333,9334.933333,7442.933333,14658.2,5874.4,6620.8,611,874,11211.4,6276.8,4934.6
Roslindale,2015,29206,3528,2772,6166,8927,4109,3704,2030,5144,4595,9543,7468,14982,5999,6737,595,893,11406,6480,4926
Roslindale,2016,29613.5,3470,2947,6238,8929.215136,4110.019603,3704.919107,2028.5,4900,4670.5,10037.5,6302,15136.5,5902,6959.5,672.5,943,11444,6417,5027
Roslindale,2017,30021,3412,3122,6310,8931.429724,4111.038953,3705.837985,2027,4656,4746,10532,5136,15291,5805,7182,750,993,11482,6354,5128
Roslindale,2018,29876,3412.845811,3122.773922,6311.564204,8933.643762,4112.05805,3706.756636,2027.502479,4657.154189,4747.1765,10534.61081,5137.273178,14865.33333,5798,7206.333333,829,1177.333333,11548.66667,6355.575112,5129.271195
Roslindale,2019,29731,3413.691412,3123.547652,6313.128021,8935.857251,4113.076895,3707.67506,2028.004833,4658.308093,4748.352708,10537.22097,5138.546041,14439.66667,5791,7230.666667,908,1361.666667,11615.33333,6357.149833,5130.542075
Roslindale,2020,29586,3414.536803,3124.32119,6314.69145,8938.070193,4114.095488,3708.593256,2028.507063,4659.46171,4749.528625,10539.83048,5139.818588,14014,5784,7255,987,1546,11682,6358.724164,5131.81264
Roxbury,2000,42515,7050,7254,9985,11387,3029,3811,7889,7954,5617,3213,8574,2244,26383,9979,370,3539,15440,3069,12371
Roxbury,2001,43174.6,6992.7,7382,10238.6,11482.9,3196.5,3882.8,7881.933333,8050,5759.733333,3474,9024.866667,2519.8,26313.8,10398.6,436,3506.4,15678.1,3117.3,12560.8
Roxbury,2002,43834.2,6935.4,7510,10492.2,11578.8,3364,3954.6,7874.866667,8146,5902.466667,3735,9475.733333,2795.6,26244.6,10818.2,502,3473.8,15916.2,3165.6,12750.6
Roxbury,2003,44493.8,6878.1,7638,10745.8,11674.7,3531.5,4026.4,7867.8,8242,6045.2,3996,9926.6,3071.4,26175.4,11237.8,568,3441.2,16154.3,3213.9,12940.4
Roxbury,2004,45153.4,6820.8,7766,10999.4,11770.6,3699,4098.2,7860.733333,8338,6187.933333,4257,10377.46667,3347.2,26106.2,11657.4,634,3408.6,16392.4,3262.2,13130.2
Roxbury,2005,45813,6763.5,7894,11253,11866.5,3866.5,4170,7853.666667,8434,6330.666667,4518,10828.33333,3623,26037,12077,700,3376,16630.5,3310.5,13320
Roxbury,2006,46472.6,6706.2,8022,11506.6,11962.4,4034,4241.8,7846.6,8530,6473.4,4779,11279.2,3898.8,25967.8,12496.6,766,3343.4,16868.6,3358.8,13509.8
Roxbury,2007,47132.2,6648.9,8150,11760.2,12058.3,4201.5,4313.6,7839.533333,8626,6616.133333,5040,11730.06667,4174.6,25898.6,12916.2,832,3310.8,17106.7,3407.1,13699.6
Roxbury,2008,47791.8,6591.6,8278,12013.8,12154.2,4369,4385.4,7832.466667,8722,6758.866667,5301,12180.93333,4450.4,25829.4,13335.8,898,3278.2,17344.8,3455.4,13889.4
Roxbury,2009,48451.4,6534.3,8406,12267.4,12250.1,4536.5,4457.2,7825.4,8818,6901.6,5562,12631.8,4726.2,25760.2,13755.4,964,3245.6,17582.9,3503.7,14079.2
Roxbury,2010,49111,6477,8534,12521,12346,4704,4529,7818.333333,8914,7044.333333,5823,13082.66667,5002,25691,14175,1030,3213,17821,3552,14269
Roxbury,2011,49877.6,6579.2,8409.4,12794,12453.8,4911.6,4729.6,7811.266667,9010,7187.066667,6084,13533.53333,5116.4,26002,14519.4,1212.2,3027.6,18138,3637.6,14500.4
Roxbury,2012,50644.2,6681.4,8284.8,13067,12561.6,5119.2,4930.2,7804.2,9106,7329.8,6345,13984.4,5230.8,26313,14863.8,1394.4,2842.2,18455,3723.2,14731.8
Roxbury,2013,51410.8,6783.6,8160.2,13340,12669.4,5326.8,5130.8,7797.133333,9202,7472.533333,6606,14435.26667,5345.2,26624,15208.2,1576.6,2656.8,18772,3808.8,14963.2
Roxbury,2014,52177.4,6885.8,8035.6,13613,12777.2,5534.4,5331.4,7790.066667,9298,7615.266667,6867,14886.13333,5459.6,26935,15552.6,1758.8,2471.4,19089,3894.4,15194.6
Roxbury,2015,52944,6988,7911,13886,12885,5742,5532,7783,9394,7758,7128,15337,5574,27246,15897,1941,2286,19406,3980,15426
Roxbury,2016,53552.5,6772.5,7934.5,14472.5,12888.19727,5743.424814,5533.372705,7758,9648,8015.5,7404,11937,5755.5,27244.5,16267,1923,2362.5,19652.5,4153,15499.5
Roxbury,2017,54161,6557,7958,15059,12891.39375,5744.849274,5534.745069,7733,9902,8273,7680,8537,5937,27243,16637,1905,2439,19899,4326,15573
Roxbury,2018,54285,6558.625434,7959.972732,15062.73302,12894.58943,5746.273382,5536.117093,7734.916956,9904.454636,8275.050818,7681.903818,8539.116262,6337,25703.33333,16635.66667,2344,3265,19941,4327.072385,15576.86044
Roxbury,2019,54409,6560.250465,7961.944975,15066.46511,12897.78433,5747.697136,5537.488777,7736.833437,9906.908663,8277.101128,7683.807163,8541.231999,6737,24163.66667,16634.33333,2783,4091,19983,4328.144504,15580.71992
Roxbury,2020,54533,6561.875094,7963.916729,15070.19628,12900.97843,5749.120538,5538.860122,7738.749443,9909.362083,8279.15093,7685.710038,8543.347213,7137,22624,16633,3222,4917,20025,4329.216357,15584.57844
South Boston,2000,28537,3026,2737,8772,7840,2297,3865,3948,6836,4312,5719,3548,24082,719,2199,1086,451,13323,4441,8882
South Boston,2001,28794.3,2978.7,2700,9144.2,7821.8,2356.6,3793,3865.066667,6698.8,4279.933333,6537.466667,3616.066667,24108.2,800.3,2300.7,1126.2,458.9,13475.1,4594.4,8880.7
South Boston,2002,29051.6,2931.4,2663,9516.4,7803.6,2416.2,3721,3782.133333,6561.6,4247.866667,7355.933333,3684.133333,24134.4,881.6,2402.4,1166.4,466.8,13627.2,4747.8,8879.4
South Boston,2003,29308.9,2884.1,2626,9888.6,7785.4,2475.8,3649,3699.2,6424.4,4215.8,8174.4,3752.2,24160.6,962.9,2504.1,1206.6,474.7,13779.3,4901.2,8878.1
South Boston,2004,29566.2,2836.8,2589,10260.8,7767.2,2535.4,3577,3616.266667,6287.2,4183.733333,8992.866667,3820.266667,24186.8,1044.2,2605.8,1246.8,482.6,13931.4,5054.6,8876.8
South Boston,2005,29823.5,2789.5,2552,10633,7749,2595,3505,3533.333333,6150,4151.666667,9811.333333,3888.333333,24213,1125.5,2707.5,1287,490.5,14083.5,5208,8875.5
South Boston,2006,30080.8,2742.2,2515,11005.2,7730.8,2654.6,3433,3450.4,6012.8,4119.6,10629.8,3956.4,24239.2,1206.8,2809.2,1327.2,498.4,14235.6,5361.4,8874.2
South Boston,2007,30338.1,2694.9,2478,11377.4,7712.6,2714.2,3361,3367.466667,5875.6,4087.533333,11448.26667,4024.466667,24265.4,1288.1,2910.9,1367.4,506.3,14387.7,5514.8,8872.9
South Boston,2008,30595.4,2647.6,2441,11749.6,7694.4,2773.8,3289,3284.533333,5738.4,4055.466667,12266.73333,4092.533333,24291.6,1369.4,3012.6,1407.6,514.2,14539.8,5668.2,8871.6
South Boston,2009,30852.7,2600.3,2404,12121.8,7676.2,2833.4,3217,3201.6,5601.2,4023.4,13085.2,4160.6,24317.8,1450.7,3114.3,1447.8,522.1,14691.9,5821.6,8870.3
South Boston,2010,31110,2553,2367,12494,7658,2893,3145,3118.666667,5464,3991.333333,13903.66667,4228.666667,24344,1532,3216,1488,530,14844,5975,8869
South Boston,2011,32130.4,2599,2313.8,13286.4,7804.8,2964.2,3162.2,3035.733333,5326.8,3959.266667,14722.13333,4296.733333,25050,1680,3363.8,1497.8,538.8,15200.8,6093,9107.8
South Boston,2012,33150.8,2645,2260.6,14078.8,7951.6,3035.4,3179.4,2952.8,5189.6,3927.2,15540.6,4364.8,25756,1828,3511.6,1507.6,547.6,15557.6,6211,9346.6
South Boston,2013,34171.2,2691,2207.4,14871.2,8098.4,3106.6,3196.6,2869.866667,5052.4,3895.133333,16359.06667,4432.866667,26462,1976,3659.4,1517.4,556.4,15914.4,6329,9585.4
South Boston,2014,35191.6,2737,2154.2,15663.6,8245.2,3177.8,3213.8,2786.933333,4915.2,3863.066667,17177.53333,4500.933333,27168,2124,3807.2,1527.2,565.2,16271.2,6447,9824.2
South Boston,2015,36212,2783,2101,16456,8392,3249,3231,2704,4778,3831,17996,4569,27874,2272,3955,1537,574,16628,6565,10063
South Boston,2016,36492,2974,1951,16696.5,8394.082382,3249.806203,3231.801737,2527,4508.5,3716,18768.5,3536,27941,2168,4010,1803.5,569.5,16679,6738,9941
South Boston,2017,36772,3165,1801,16937,8396.164248,3250.612207,3232.603275,2350,4239,3601,19541,2503,28008,2064,4065,2070,565,16730,6911,9819
South Boston,2018,37153.66667,3165.784581,1801.446455,16941.19856,8398.245597,3251.418011,3233.404615,2350.582548,4240.050818,3601.892662,19545.84408,2503.620476,28385,1885.666667,4005.666667,2072.333333,805,17140.33333,6912.713188,9821.43406
South Boston,2019,37535.33333,3166.568968,1801.8928,16945.39608,8400.326431,3252.223615,3234.205755,2351.164952,4241.101376,3602.785104,19550.68695,2504.240798,28762,1707.333333,3946.333333,2074.666667,1045,17550.66667,6914.425951,9823.867518
South Boston,2020,37917,3167.35316,1802.339034,16949.59257,8402.40675,3253.029019,3235.006698,2351.747212,4242.151673,3603.677324,19555.52863,2504.860967,29139,1529,3887,2077,1285,17961,6916.138291,9826.300373
South Boston Waterfront,2000,1401,82,102,524,458,96,139,153,213,190,431,169,1234,22,36,75,34,707,301,406
South Boston Waterfront,2001,1517.3,82.5,98.8,619.1,473.7,104.1,139.1,146.9333333,212.7333333,195.2666667,566,198.4,1330,23.8,45.3,82.9,35.3,773.3,322.9,450.4
South Boston Waterfront,2002,1633.6,83,95.6,714.2,489.4,112.2,139.2,140.8666667,212.4666667,200.5333333,701,227.8,1426,25.6,54.6,90.8,36.6,839.6,344.8,494.8
South Boston Waterfront,2003,1749.9,83.5,92.4,809.3,505.1,120.3,139.3,134.8,212.2,205.8,836,257.2,1522,27.4,63.9,98.7,37.9,905.9,366.7,539.2
South Boston Waterfront,2004,1866.2,84,89.2,904.4,520.8,128.4,139.4,128.7333333,211.9333333,211.0666667,971,286.6,1618,29.2,73.2,106.6,39.2,972.2,388.6,583.6
South Boston Waterfront,2005,1982.5,84.5,86,999.5,536.5,136.5,139.5,122.6666667,211.6666667,216.3333333,1106,316,1714,31,82.5,114.5,40.5,1038.5,410.5,628
South Boston Waterfront,2006,2098.8,85,82.8,1094.6,552.2,144.6,139.6,116.6,211.4,221.6,1241,345.4,1810,32.8,91.8,122.4,41.8,1104.8,432.4,672.4
South Boston Waterfront,2007,2215.1,85.5,79.6,1189.7,567.9,152.7,139.7,110.5333333,211.1333333,226.8666667,1376,374.8,1906,34.6,101.1,130.3,43.1,1171.1,454.3,716.8
South Boston Waterfront,2008,2331.4,86,76.4,1284.8,583.6,160.8,139.8,104.4666667,210.8666667,232.1333333,1511,404.2,2002,36.4,110.4,138.2,44.4,1237.4,476.2,761.2
South Boston Waterfront,2009,2447.7,86.5,73.2,1379.9,599.3,168.9,139.9,98.4,210.6,237.4,1646,433.6,2098,38.2,119.7,146.1,45.7,1303.7,498.1,805.6
South Boston Waterfront,2010,2564,87,70,1475,615,177,140,92.33333333,210.3333333,242.6666667,1781,463,2194,40,129,154,47,1370,520,850
South Boston Waterfront,2011,2739.8,93.6,79.2,1511.2,705,197.8,153,86.26666667,210.0666667,247.9333333,1916,492.4,2315.8,50.8,124,197.2,52,1462,555.2,906.8
South Boston Waterfront,2012,2915.6,100.2,88.4,1547.4,795,218.6,166,80.2,209.8,253.2,2051,521.8,2437.6,61.6,119,240.4,57,1554,590.4,963.6
South Boston Waterfront,2013,3091.4,106.8,97.6,1583.6,885,239.4,179,74.13333333,209.5333333,258.4666667,2186,551.2,2559.4,72.4,114,283.6,62,1646,625.6,1020.4
South Boston Waterfront,2014,3267.2,113.4,106.8,1619.8,975,260.2,192,68.06666667,209.2666667,263.7333333,2321,580.6,2681.2,83.2,109,326.8,67,1738,660.8,1077.2
South Boston Waterfront,2015,3443,120,116,1656,1065,281,205,62,209,269,2456,610,2803,94,104,370,72,1830,696,1134
South Boston Waterfront,2016,3923,129,105,1847,1065.264268,281.069727,205.0508685,71,229.5,311,2835,409.5,3221.5,93.5,116,397.5,94.5,2229,721,1508
South Boston Waterfront,2017,4403,138,94,2038,1065.52847,281.1394368,205.1017244,80,250,353,3214,209,3640,93,128,425,117,2628,746,1882
South Boston Waterfront,2018,4795,138.0342092,94.02330193,2038.505206,1065.792607,281.2091293,205.1525676,80.01983143,250.0619732,353.0875062,3214.796728,209.0518096,3865,115.3333333,190.6666667,444,180,2960,746.1849281,1882.466534
South Boston Waterfront,2019,5187,138.06841,94.04659809,2039.010286,1066.056679,281.2788045,205.2033983,80.03965795,250.1239311,353.1749907,3215.593258,209.1036064,4090,137.6666667,253.3333333,463,243,3292,746.3698104,1882.932953
South Boston Waterfront,2020,5579,138.1026022,94.06988848,2039.515242,1066.320685,281.3484624,205.2542164,80.05947956,250.1858736,353.2624536,3216.389591,209.1553904,4315,160,316,482,306,3624,746.5546469,1883.399257
West Roxbury,2000,28753,3531,2542,5757,8548,2584,5791,2713,5105,4717,8964,4929,24029,1718,1309,1090,607,12083,7749,4334
West Roxbury,2001,28922.2,3562.4,2582.2,5715.9,8583.1,2719.1,5759.5,2667.266667,5091.6,4744.933333,9241.333333,5085.333333,23856.3,1842.1,1435.4,1178.6,609.8,12170.7,7797.8,4372.9
West Roxbury,2002,29091.4,3593.8,2622.4,5674.8,8618.2,2854.2,5728,2621.533333,5078.2,4772.866667,9518.666667,5241.666667,23683.6,1966.2,1561.8,1267.2,612.6,12258.4,7846.6,4411.8
West Roxbury,2003,29260.6,3625.2,2662.6,5633.7,8653.3,2989.3,5696.5,2575.8,5064.8,4800.8,9796,5398,23510.9,2090.3,1688.2,1355.8,615.4,12346.1,7895.4,4450.7
West Roxbury,2004,29429.8,3656.6,2702.8,5592.6,8688.4,3124.4,5665,2530.066667,5051.4,4828.733333,10073.33333,5554.333333,23338.2,2214.4,1814.6,1444.4,618.2,12433.8,7944.2,4489.6
West Roxbury,2005,29599,3688,2743,5551.5,8723.5,3259.5,5633.5,2484.333333,5038,4856.666667,10350.66667,5710.666667,23165.5,2338.5,1941,1533,621,12521.5,7993,4528.5
West Roxbury,2006,29768.2,3719.4,2783.2,5510.4,8758.6,3394.6,5602,2438.6,5024.6,4884.6,10628,5867,22992.8,2462.6,2067.4,1621.6,623.8,12609.2,8041.8,4567.4
